has_website,n,unweighted_fragility_pct,wmedian_fragility_pct,wstrict_fragility_pct,wweak_fragility_pct
No,175,34.85714285714286,35.26609540306468,34.83208159691408,35.42430080318726
Yes,183,0.546448087431694,2.5638561900223995,2.640309650803901,2.513749155596872
