predictor,coefficient,abs_coefficient
b6,-1.3881256000201567,1.3881256000201567
k162,0.5260357629699434,0.5260357629699434
k33,-0.34743601816936914,0.34743601816936914
h8,0.28412449473484724,0.28412449473484724
k3a,-0.2559427135740735,0.2559427135740735
k82,0.12754139264800224,0.12754139264800224
a6a,-0.1137044638725573,0.1137044638725573
k3bc,-0.06937819820222053,0.06937819820222053
a4a,0.06721335477038001,0.06721335477038001
