process_innovation,n,unweighted_fragility_pct,wmedian_fragility_pct,wstrict_fragility_pct,wweak_fragility_pct
No,147,41.49659863945578,44.937307477346,44.20599651024758,45.46681733607368
Yes,211,0.47393364928909953,0.13522891187953115,0.12194345365711019,0.14664226300511674
