mean_predicted_probability,observed_fragility_rate
0.11126791847910542,0.0
0.3812682671849903,0.05555555555555555
0.49419709604033457,0.16666666666666666
0.5955698769444493,0.2777777777777778
0.7125490225625832,0.3888888888888889
