threshold,accuracy,precision,recall,specificity,true_positives,false_positives,true_negatives,false_negatives
0.3,0.9666666666666667,0.8823529411764706,0.9375,0.972972972972973,15,2,72,1
0.4,0.9666666666666667,0.8823529411764706,0.9375,0.972972972972973,15,2,72,1
0.5,0.9666666666666667,0.8823529411764706,0.9375,0.972972972972973,15,2,72,1
0.6,0.9666666666666667,0.8823529411764706,0.9375,0.972972972972973,15,2,72,1
0.7,0.9666666666666667,0.8823529411764706,0.9375,0.972972972972973,15,2,72,1
