roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,brier_score,test_n,test_fragile_n
0.7702702702702703,0.6488856690336954,0.8826256032818532,0.42770082055887176,0.23065431902051273,0.6688567507511546,0.2152858307165555,90,16
